"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Gravesano TI","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Gravesano. Die Gemeinde hat die Vorlage mit 83,6 Prozent der Stimmen angenommen. Gravesano hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Gravesano (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 83,6 pour cent de oui à Gravesano. Gravesano a approuvé la réforme, contrairement à son canton.","Gravesano (TI)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Gravesano, dove ha riscosso il 83,6 per cento di voti a favore. Gravesano ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Lamone TI","Die Gemeinde Lamone hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit dem dritthöchsten Nein-Anteil in der ganzen Schweiz abgelehnt: 99,7 Prozent legten ein Nein in die Urne. Lamone hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Tessin.","Lamone (TI)","Lamone se classe au troisième rang des plus forts refus de l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Le rejet atteint 99,7 pour cent. Le plus fort pourcentage de non du canton du Tessin a été obtenu à Lamone.","Lamone (TI)","Terzo posto nella classifica dei comuni in cui la modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta più nettamente per Lamone. L'oggetto in votazione ha ricevuto il 99,7 per cento di voti contrari. Il maggior numero di ""no"" nel canton Ticino è stato ottenuto a Lamone."
"Lugano TI","91,3 Prozent der Abstimmenden in der Gemeinde Lugano haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Lugano hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Lugano (TI)","Les habitants de Lugano acceptent avec 91,3 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Lugano a approuvé la réforme, contrairement à son canton.","Lugano (TI)","Il 91,3 per cento degli elettori di Lugano ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Lugano ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Magliaso TI","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Magliaso. Die Gemeinde hat die Vorlage mit 79,2 Prozent der Stimmen angenommen. Magliaso hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Magliaso (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 79,2 pour cent de oui à Magliaso. Magliaso a approuvé la réforme, contrairement à son canton.","Magliaso (TI)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Magliaso, dove ha riscosso il 79,2 per cento di voti a favore. Magliaso ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Manno TI","Die Gemeinde Manno hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 51,9 Prozent angenommen. Manno hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Manno (TI)","A Manno, les habitants disent oui à  51,9 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Manno a approuvé la réforme, contrairement à son canton.","Manno (TI)","Nel comune di Manno, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 51,9 per cento di voti favorevoli. Manno ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Massagno TI","In Massagno hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 57,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Massagno hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Massagno (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 57,8 pour cent à Massagno. Massagno a rejeté la réforme, tout comme son canton.","Massagno (TI)","I cittadini di Massagno hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 57,8 per cento di voti contrari. Massagno ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Melide TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Melide: Mit 9'061 Nein- zu 9'003 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 50,2 Prozent. Melide hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Melide (TI)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Melide. Les habitants ont refusé le texte à 50,2 pour cent. Melide a rejeté la réforme, tout comme son canton.","Melide (TI)","Gli elettori di Melide si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 50,2 per cento di voti contrari. Melide ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Mezzovico-Vira TI","In Mezzovico-Vira hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 52,2 Prozent verworfen. Mezzovico-Vira hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Mezzovico-Vira (TI)","La population de Mezzovico-Vira rejette à 52,2 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Mezzovico-Vira a rejeté la réforme, tout comme son canton.","Mezzovico-Vira (TI)","A Mezzovico-Vira gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 52,2 per cento di voti a sfavore. Mezzovico-Vira ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Miglieglia TI","Die Gemeinde Miglieglia hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 87 Prozent angenommen. Miglieglia hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Miglieglia (TI)","A Miglieglia, les habitants disent oui à  87 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Miglieglia a approuvé la réforme, contrairement à son canton.","Miglieglia (TI)","Nel comune di Miglieglia, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 87 per cento di voti favorevoli. Miglieglia ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Morcote TI","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Morcote. Die Gemeinde hat die Vorlage mit 55,5 Prozent der Stimmen angenommen. Morcote hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Morcote (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 55,5 pour cent de oui à Morcote. Morcote a approuvé la réforme, contrairement à son canton.","Morcote (TI)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Morcote, dove ha riscosso il 55,5 per cento di voti a favore. Morcote ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Muzzano TI","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Muzzano. Die Gemeinde hat die Vorlage mit 62 Prozent der Stimmen angenommen. Muzzano hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Muzzano (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 62 pour cent de oui à Muzzano. Muzzano a approuvé la réforme, contrairement à son canton.","Muzzano (TI)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Muzzano, dove ha riscosso il 62 per cento di voti a favore. Muzzano ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Neggio TI","56 Prozent der Stimmbürgerinnen und Stimmbürger von Neggio sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Neggio hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Neggio (TI)","Les habitants de Neggio s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 56 pour cent des voix. Neggio a rejeté la réforme, tout comme son canton.","Neggio (TI)","Gli abitanti di Neggio hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 56 per cento di ""no"". Neggio ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Novaggio TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Novaggio: Mit 5'960 Nein- zu 2'061 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 74,3 Prozent. Novaggio hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Novaggio (TI)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Novaggio. Les habitants ont refusé le texte à 74,3 pour cent. Novaggio a rejeté la réforme, tout comme son canton.","Novaggio (TI)","Gli elettori di Novaggio si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 74,3 per cento di voti contrari. Novaggio ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Origlio TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Origlio. Die Gemeinde hat die Vorlage mit 64,7 Prozent abgelehnt. Origlio hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Origlio (TI)","A Origlio, les citoyens rejettent à 64,7 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Origlio a rejeté la réforme, tout comme son canton.","Origlio (TI)","Nel comune di Origlio, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 64,7 per cento di voti contrari. Origlio ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Paradiso TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Paradiso. Die Gemeinde hat die Vorlage mit 68,3 Prozent abgelehnt. Paradiso hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Paradiso (TI)","A Paradiso, les citoyens rejettent à 68,3 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Paradiso a rejeté la réforme, tout comme son canton.","Paradiso (TI)","Nel comune di Paradiso, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 68,3 per cento di voti contrari. Paradiso ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ponte Capriasca TI","In Ponte Capriasca hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 85,5 Prozent angenommen. Ponte Capriasca hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Ponte Capriasca (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Ponte Capriasca par 85,5 pour cent des votants. Ponte Capriasca a approuvé la réforme, contrairement à son canton.","Ponte Capriasca (TI)","A Ponte Capriasca gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 85,5 per cento di ""sì"". Ponte Capriasca ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Porza TI","In Porza hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 67,7 Prozent verworfen. Porza hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Porza (TI)","La population de Porza rejette à 67,7 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Porza a rejeté la réforme, tout comme son canton.","Porza (TI)","A Porza gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 67,7 per cento di voti a sfavore. Porza ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Pura TI","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Pura: Mit 3'363 Nein-Stimmen zu 2'510 Ja-Stimmen oder 57,3 Prozent hat die Gemeinde die Vorlage verworfen. Pura hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Pura (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Pura. Les citoyens de la commune ont refusé le texte à 57,3 pour cent. Pura a rejeté la réforme, tout comme son canton.","Pura (TI)","Il 57,3 per cento degli elettori di Pura ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Pura ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Savosa TI","In Savosa hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 73 Prozent der abgegebenen Stimmzettel stand ein Nein. Savosa hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Savosa (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 73 pour cent à Savosa. Savosa a rejeté la réforme, tout comme son canton.","Savosa (TI)","I cittadini di Savosa hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 73 per cento di voti contrari. Savosa ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Sorengo TI","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Sorengo: Mit 57,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Sorengo hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Sorengo (TI)","Sorengo dit oui à 57,3 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Sorengo a approuvé la réforme, contrairement à son canton.","Sorengo (TI)","Gli abitanti di Sorengo hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 57,3 per cento di ""sì"". Sorengo ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Capriasca TI","In Capriasca hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 70,1 Prozent verworfen. Capriasca hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Capriasca (TI)","La population de Capriasca rejette à 70,1 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Capriasca a rejeté la réforme, tout comme son canton.","Capriasca (TI)","A Capriasca gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 70,1 per cento di voti a sfavore. Capriasca ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Torricella-Taverne TI","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Torricella-Taverne sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Torricella-Taverne hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Torricella-Taverne (TI)","Les habitants de Torricella-Taverne s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 55,6 pour cent des voix. Torricella-Taverne a rejeté la réforme, tout comme son canton.","Torricella-Taverne (TI)","Gli abitanti di Torricella-Taverne hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 55,6 per cento di ""no"". Torricella-Taverne ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vernate TI","In Vernate hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 51,8 Prozent angenommen. Vernate hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Vernate (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Vernate par 51,8 pour cent des votants. Vernate a approuvé la réforme, contrairement à son canton.","Vernate (TI)","A Vernate gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 51,8 per cento di ""sì"". Vernate ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Vezia TI","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Vezia: Mit 5'274 Nein-Stimmen zu 4'342 Ja-Stimmen oder 54,8 Prozent hat die Gemeinde die Vorlage verworfen. Vezia hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Vezia (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Vezia. Les citoyens de la commune ont refusé le texte à 54,8 pour cent. Vezia a rejeté la réforme, tout comme son canton.","Vezia (TI)","Il 54,8 per cento degli elettori di Vezia ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Vezia ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vico Morcote TI","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Vico Morcote: Mit 7'437 Nein-Stimmen zu 6'507 Ja-Stimmen oder 53,3 Prozent hat die Gemeinde die Vorlage verworfen. Vico Morcote hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Vico Morcote (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Vico Morcote. Les citoyens de la commune ont refusé le texte à 53,3 pour cent. Vico Morcote a rejeté la réforme, tout comme son canton.","Vico Morcote (TI)","Il 53,3 per cento degli elettori di Vico Morcote ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Vico Morcote ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Collina d'Oro TI","Die Gemeinde Collina d'Oro hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 58,2 Prozent angenommen. Collina d'Oro hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Collina d'Oro (TI)","A Collina d'Oro, les habitants disent oui à  58,2 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Collina d'Oro a approuvé la réforme, contrairement à son canton.","Collina d'Oro (TI)","Nel comune di Collina d'Oro, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 58,2 per cento di voti favorevoli. Collina d'Oro ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Alto Malcantone TI","In Alto Malcantone hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 53,8 Prozent verworfen. Alto Malcantone hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Alto Malcantone (TI)","La population d'Alto Malcantone rejette à 53,8 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Alto Malcantone a rejeté la réforme, tout comme son canton.","Alto Malcantone (TI)","A Alto Malcantone gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 53,8 per cento di voti a sfavore. Alto Malcantone ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Monteceneri TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Monteceneri. Die Gemeinde hat die Vorlage mit 73,7 Prozent abgelehnt. Monteceneri hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Monteceneri (TI)","A Monteceneri, les citoyens rejettent à 73,7 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Monteceneri a rejeté la réforme, tout comme son canton.","Monteceneri (TI)","Nel comune di Monteceneri, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 73,7 per cento di voti contrari. Monteceneri ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Tresa TI","69,8 Prozent der Abstimmenden in der Gemeinde Tresa haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Tresa hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Tresa (TI)","Les habitants de Tresa acceptent avec 69,8 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Tresa a approuvé la réforme, contrairement à son canton.","Tresa (TI)","Il 69,8 per cento degli elettori di Tresa ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Tresa ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Val Mara TI","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Val Mara: Mit 2'754 Nein-Stimmen zu 2'004 Ja-Stimmen oder 57,9 Prozent hat die Gemeinde die Vorlage verworfen. Val Mara hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Val Mara (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Val Mara. Les citoyens de la commune ont refusé le texte à 57,9 pour cent. Val Mara a rejeté la réforme, tout comme son canton.","Val Mara (TI)","Il 57,9 per cento degli elettori di Val Mara ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Val Mara ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Balerna TI","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Balerna: Mit 8'504 Nein-Stimmen zu 8'457 Ja-Stimmen oder 50,1 Prozent hat die Gemeinde die Vorlage verworfen. Balerna hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Balerna (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Balerna. Les citoyens de la commune ont refusé le texte à 50,1 pour cent. Balerna a rejeté la réforme, tout comme son canton.","Balerna (TI)","Il 50,1 per cento degli elettori di Balerna ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Balerna ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Castel San Pietro TI","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Castel San Pietro: Mit 635 Nein- zu 537 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 54,2 Prozent. Castel San Pietro hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Castel San Pietro (TI)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Castel San Pietro. Les habitants ont refusé le texte à 54,2 pour cent. Castel San Pietro a rejeté la réforme, tout comme son canton.","Castel San Pietro (TI)","Gli elettori di Castel San Pietro si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 54,2 per cento di voti contrari. Castel San Pietro ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Chiasso TI","80,1 Prozent der Stimmbürgerinnen und Stimmbürger von Chiasso sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Chiasso hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Chiasso (TI)","Les habitants de Chiasso s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 80,1 pour cent des voix. Chiasso a rejeté la réforme, tout comme son canton.","Chiasso (TI)","Gli abitanti di Chiasso hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 80,1 per cento di ""no"". Chiasso ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Coldrerio TI","53,2 Prozent der Abstimmenden in der Gemeinde Coldrerio haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Coldrerio hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Coldrerio (TI)","Les habitants de Coldrerio acceptent avec 53,2 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Coldrerio a approuvé la réforme, contrairement à son canton.","Coldrerio (TI)","Il 53,2 per cento degli elettori di Coldrerio ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Coldrerio ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Mendrisio TI","69,1 Prozent der Stimmbürgerinnen und Stimmbürger von Mendrisio sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Mendrisio hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Mendrisio (TI)","Les habitants de Mendrisio s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 69,1 pour cent des voix. Mendrisio a rejeté la réforme, tout comme son canton.","Mendrisio (TI)","Gli abitanti di Mendrisio hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 69,1 per cento di ""no"". Mendrisio ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Morbio Inferiore TI","76,1 Prozent der Abstimmenden in der Gemeinde Morbio Inferiore haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Morbio Inferiore hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Morbio Inferiore (TI)","Les habitants de Morbio Inferiore acceptent avec 76,1 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Morbio Inferiore a approuvé la réforme, contrairement à son canton.","Morbio Inferiore (TI)","Il 76,1 per cento degli elettori di Morbio Inferiore ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Morbio Inferiore ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Novazzano TI","78,2 Prozent der Abstimmenden in der Gemeinde Novazzano haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Novazzano hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Novazzano (TI)","Les habitants de Novazzano acceptent avec 78,2 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Novazzano a approuvé la réforme, contrairement à son canton.","Novazzano (TI)","Il 78,2 per cento degli elettori di Novazzano ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Novazzano ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Riva San Vitale TI","Riva San Vitale hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 64,6 Prozent abgelehnt. Riva San Vitale hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Riva San Vitale (TI)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Riva San Vitale. Ils ont refusé le texte à 64,6 pour cent. Riva San Vitale a rejeté la réforme, tout comme son canton.","Riva San Vitale (TI)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Riva San Vitale, dove ha riscosso il 64,6 per cento di ""no"". Riva San Vitale ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Stabio TI","72,9 Prozent der Stimmbürgerinnen und Stimmbürger von Stabio haben die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf angenommen. Stabio hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Stabio (TI)","Les habitants de Stabio soutiennent à 72,9 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Stabio a approuvé la réforme, contrairement à son canton.","Stabio (TI)","Gli elettori di Stabio si sono mostrati favorevoli alla modifica del diritto di locazione (disdetta per bisogno personale), che ha ricevuto il 72,9 per cento di ""sì"". Stabio ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
