"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Maggia TI","71,7 Prozent der Abstimmenden in der Gemeinde Maggia haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Maggia hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Maggia (TI)","Les habitants de Maggia acceptent avec 71,7 pour cent de oui la réforme en faveur de l'extension des autoroutes. Maggia a approuvé l'arrêté, tout comme son canton.","Maggia (TI)","Il 71,7 per cento degli elettori di Maggia ha accolto il potenziamento delle strade nazionali. Maggia ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Lavizzara TI","In Lavizzara hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 80,6 Prozent angenommen. Lavizzara hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Lavizzara (TI)","L'extension du réseau des autoroutes est approuvée à Lavizzara par 80,6 pour cent des votants. Lavizzara a approuvé l'arrêté, tout comme son canton.","Lavizzara (TI)","A Lavizzara gli abitanti hanno accolto il potenziamento delle strade nazionali con il 80,6 per cento di ""sì"". Lavizzara ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Avegno Gordevio TI","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Avegno Gordevio: Mit 54,1 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Avegno Gordevio hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Avegno Gordevio (TI)","Avegno Gordevio dit oui à 54,1 pour cent à de la réforme en faveur de l'extension des autoroutes. Avegno Gordevio a approuvé l'arrêté, tout comme son canton.","Avegno Gordevio (TI)","Gli abitanti di Avegno Gordevio hanno accolto il potenziamento delle strade nazionali con il 54,1 per cento di ""sì"". Avegno Gordevio ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Terre di Pedemonte TI","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Terre di Pedemonte: Mit 91 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Terre di Pedemonte hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Terre di Pedemonte (TI)","Terre di Pedemonte dit oui à 91 pour cent à de la réforme en faveur de l'extension des autoroutes. Terre di Pedemonte a approuvé l'arrêté, tout comme son canton.","Terre di Pedemonte (TI)","Gli abitanti di Terre di Pedemonte hanno accolto il potenziamento delle strade nazionali con il 91 per cento di ""sì"". Terre di Pedemonte ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Centovalli TI","In Centovalli hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 91,4 Prozent angenommen. Centovalli hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Centovalli (TI)","L'extension du réseau des autoroutes est approuvée à Centovalli par 91,4 pour cent des votants. Centovalli a approuvé l'arrêté, tout comme son canton.","Centovalli (TI)","A Centovalli gli abitanti hanno accolto il potenziamento delle strade nazionali con il 91,4 per cento di ""sì"". Centovalli ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Gambarogno TI","69,2 Prozent der Stimmbürgerinnen und Stimmbürger von Gambarogno sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Gambarogno hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage angenommen hat.","Gambarogno (TI)","Les habitants de Gambarogno s'opposent à la réforme en faveur de l'extension des autoroutes par 69,2 pour cent des voix. Gambarogno a rejeté l'arrêté, contrairement à son canton.","Gambarogno (TI)","Gli abitanti di Gambarogno hanno respinto il potenziamento delle strade nazionali con il 69,2 per cento di ""no"". Gambarogno ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Verzasca TI","79,3 Prozent der Abstimmenden in der Gemeinde Verzasca haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Verzasca hat damit gleich wie der Kanton Tessin Ja gesagt zu dieser Vorlage.","Verzasca (TI)","Les habitants de Verzasca acceptent avec 79,3 pour cent de oui la réforme en faveur de l'extension des autoroutes. Verzasca a approuvé l'arrêté, tout comme son canton.","Verzasca (TI)","Il 79,3 per cento degli elettori di Verzasca ha accolto il potenziamento delle strade nazionali. Verzasca ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Aigle VD","In Aigle hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 70,9 Prozent angenommen. Aigle hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Aigle (VD)","L'extension du réseau des autoroutes est approuvée à Aigle par 70,9 pour cent des votants. Aigle a approuvé l'arrêté, tout comme son canton.","Aigle (VD)","A Aigle gli abitanti hanno accolto il potenziamento delle strade nazionali con il 70,9 per cento di ""sì"". Aigle ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Bex VD","In Bex hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 65 Prozent der abgegebenen Stimmzettel stand ein Nein. Bex hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Bex (VD)","La réforme en faveur de l'extension des autoroutes est refusée à 65 pour cent à Bex. Bex a rejeté l'arrêté, contrairement à son canton.","Bex (VD)","I cittadini di Bex hanno respinto il potenziamento delle strade nazionali con il 65 per cento di voti contrari. Bex ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Chessel VD","94 Prozent der Stimmbürgerinnen und Stimmbürger von Chessel sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Chessel hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Chessel (VD)","Les habitants de Chessel s'opposent à la réforme en faveur de l'extension des autoroutes par 94 pour cent des voix. Chessel a rejeté l'arrêté, contrairement à son canton.","Chessel (VD)","Gli abitanti di Chessel hanno respinto il potenziamento delle strade nazionali con il 94 per cento di ""no"". Chessel ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Corbeyrier VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Corbeyrier: Mit 7'950 Nein- zu 5'926 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 57,3 Prozent. Corbeyrier hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Corbeyrier (VD)","C'est non à la réforme en faveur de l'extension des autoroutes à Corbeyrier. Les habitants ont refusé le texte à 57,3 pour cent. Corbeyrier a rejeté l'arrêté, contrairement à son canton.","Corbeyrier (VD)","Gli elettori di Corbeyrier si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 57,3 per cento di voti contrari. Corbeyrier ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Gryon VD","Gryon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 58,7 Prozent abgelehnt. Gryon hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Gryon (VD)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Gryon. Ils ont refusé le texte à 58,7 pour cent. Gryon a rejeté l'arrêté, contrairement à son canton.","Gryon (VD)","Il potenziamento delle strade nazionali è stato respinto a Gryon, dove ha riscosso il 58,7 per cento di ""no"". Gryon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Lavey-Morcles VD","Die Gemeinde Lavey-Morcles hat den Bundesbeschluss über den Ausbau der Autobahnen mit 99,2 Prozent angenommen. Lavey-Morcles hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Lavey-Morcles (VD)","A Lavey-Morcles, les habitants disent oui à  99,2 pour cent à la réforme favorable à l'extension des projets autoroutiers. Lavey-Morcles a approuvé l'arrêté, tout comme son canton.","Lavey-Morcles (VD)","Nel comune di Lavey-Morcles, i cittadini hanno accolto il potenziamento delle strade nazionali con il 99,2 per cento di voti favorevoli. Lavey-Morcles ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Leysin VD","74,8 Prozent der Stimmbürgerinnen und Stimmbürger von Leysin haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Leysin hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Leysin (VD)","Les habitants de Leysin soutiennent à 74,8 pour cent la réforme en faveur de l'extension des autoroutes. Leysin a approuvé l'arrêté, tout comme son canton.","Leysin (VD)","Gli elettori di Leysin si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 74,8 per cento di ""sì"". Leysin ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Noville VD","Noville hat den Bundesbeschluss über den Ausbau der Autobahnen mit 55,2 Prozent abgelehnt. Noville hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Noville (VD)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Noville. Ils ont refusé le texte à 55,2 pour cent. Noville a rejeté l'arrêté, contrairement à son canton.","Noville (VD)","Il potenziamento delle strade nazionali è stato respinto a Noville, dove ha riscosso il 55,2 per cento di ""no"". Noville ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ollon VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Ollon: Mit 7'558 Nein- zu 5'332 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 58,6 Prozent. Ollon hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Ollon (VD)","C'est non à la réforme en faveur de l'extension des autoroutes à Ollon. Les habitants ont refusé le texte à 58,6 pour cent. Ollon a rejeté l'arrêté, contrairement à son canton.","Ollon (VD)","Gli elettori di Ollon si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 58,6 per cento di voti contrari. Ollon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ormont-Dessous VD","Die Gemeinde Ormont-Dessous hat den Bundesbeschluss über den Ausbau der Autobahnen mit 81,9 Prozent Ja-Stimmen angenommen. Ormont-Dessous hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Ormont-Dessous (VD)","La population d'Ormont-Dessous approuve à 81,9 pour cent la réforme en faveur de l'extension des autoroutes. Ormont-Dessous a approuvé l'arrêté, tout comme son canton.","Ormont-Dessous (VD)","I cittadini di Ormont-Dessous hanno accolto il potenziamento delle strade nazionali con il 81,9 per cento di voti a favore. Ormont-Dessous ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Ormont-Dessus VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Ormont-Dessus: Mit 3'992 Nein- zu 3'277 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 54,9 Prozent. Ormont-Dessus hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Ormont-Dessus (VD)","C'est non à la réforme en faveur de l'extension des autoroutes à Ormont-Dessus. Les habitants ont refusé le texte à 54,9 pour cent. Ormont-Dessus a rejeté l'arrêté, contrairement à son canton.","Ormont-Dessus (VD)","Gli elettori di Ormont-Dessus si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 54,9 per cento di voti contrari. Ormont-Dessus ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Rennaz VD","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Rennaz. Die Gemeinde hat die Vorlage mit 50,6 Prozent der Stimmen angenommen. Rennaz hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Rennaz (VD)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 50,6 pour cent de oui à Rennaz. Rennaz a approuvé l'arrêté, tout comme son canton.","Rennaz (VD)","Il potenziamento delle strade nazionali è stato accolto a Rennaz, dove ha riscosso il 50,6 per cento di voti a favore. Rennaz ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Roche VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Roche VD. Die Gemeinde hat die Vorlage mit 57,7 Prozent abgelehnt. Roche VD hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Roche (VD)","A Roche (VD), les citoyens rejettent à 57,7 pour cent la réforme en faveur de l'extension des autoroutes. Roche (VD) a rejeté l'arrêté, contrairement à son canton.","Roche (VD)","Nel comune di Roche VD, i cittadini hanno respinto il potenziamento delle strade nazionali con il 57,7 per cento di voti contrari. Roche VD ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Villeneuve VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Villeneuve VD. Die Gemeinde hat die Vorlage mit 55,2 Prozent abgelehnt. Villeneuve VD hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Villeneuve (VD)","A Villeneuve (VD), les citoyens rejettent à 55,2 pour cent la réforme en faveur de l'extension des autoroutes. Villeneuve (VD) a rejeté l'arrêté, contrairement à son canton.","Villeneuve (VD)","Nel comune di Villeneuve VD, i cittadini hanno respinto il potenziamento delle strade nazionali con il 55,2 per cento di voti contrari. Villeneuve VD ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Yvorne VD","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Yvorne. Die Gemeinde hat die Vorlage mit 64 Prozent der Stimmen angenommen. Yvorne hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Yvorne (VD)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 64 pour cent de oui à Yvorne. Yvorne a approuvé l'arrêté, tout comme son canton.","Yvorne (VD)","Il potenziamento delle strade nazionali è stato accolto a Yvorne, dove ha riscosso il 64 per cento di voti a favore. Yvorne ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Aubonne VD","Aubonne hat den Bundesbeschluss über den Ausbau der Autobahnen mit 87,4 Prozent abgelehnt. Aubonne hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Aubonne (VD)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens d'Aubonne. Ils ont refusé le texte à 87,4 pour cent. Aubonne a rejeté l'arrêté, contrairement à son canton.","Aubonne (VD)","Il potenziamento delle strade nazionali è stato respinto a Aubonne, dove ha riscosso il 87,4 per cento di ""no"". Aubonne ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ballens VD","Die Gemeinde Ballens hat den Bundesbeschluss über den Ausbau der Autobahnen mit 75,2 Prozent angenommen. Ballens hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Ballens (VD)","A Ballens, les habitants disent oui à  75,2 pour cent à la réforme favorable à l'extension des projets autoroutiers. Ballens a approuvé l'arrêté, tout comme son canton.","Ballens (VD)","Nel comune di Ballens, i cittadini hanno accolto il potenziamento delle strade nazionali con il 75,2 per cento di voti favorevoli. Ballens ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Berolle VD","In Berolle hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 77,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Berolle hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Berolle (VD)","La réforme en faveur de l'extension des autoroutes est refusée à 77,3 pour cent à Berolle. Berolle a rejeté l'arrêté, contrairement à son canton.","Berolle (VD)","I cittadini di Berolle hanno respinto il potenziamento delle strade nazionali con il 77,3 per cento di voti contrari. Berolle ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Bière VD","77 Prozent der Stimmbürgerinnen und Stimmbürger von Bière sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Bière hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Bière (VD)","Les habitants de Bière s'opposent à la réforme en faveur de l'extension des autoroutes par 77 pour cent des voix. Bière a rejeté l'arrêté, contrairement à son canton.","Bière (VD)","Gli abitanti di Bière hanno respinto il potenziamento delle strade nazionali con il 77 per cento di ""no"". Bière ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Bougy-Villars VD","53,5 Prozent der Abstimmenden in der Gemeinde Bougy-Villars haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Bougy-Villars hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Bougy-Villars (VD)","Les habitants de Bougy-Villars acceptent avec 53,5 pour cent de oui la réforme en faveur de l'extension des autoroutes. Bougy-Villars a approuvé l'arrêté, tout comme son canton.","Bougy-Villars (VD)","Il 53,5 per cento degli elettori di Bougy-Villars ha accolto il potenziamento delle strade nazionali. Bougy-Villars ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Féchy VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Féchy. Die Gemeinde hat die Vorlage mit 88,4 Prozent abgelehnt. Féchy hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Féchy (VD)","A Féchy, les citoyens rejettent à 88,4 pour cent la réforme en faveur de l'extension des autoroutes. Féchy a rejeté l'arrêté, contrairement à son canton.","Féchy (VD)","Nel comune di Féchy, i cittadini hanno respinto il potenziamento delle strade nazionali con il 88,4 per cento di voti contrari. Féchy ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Gimel VD","In Gimel hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 61,6 Prozent verworfen. Gimel hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Gimel (VD)","La population de Gimel rejette à 61,6 pour cent des voix la réforme en faveur de l'extension des autoroutes. Gimel a rejeté l'arrêté, contrairement à son canton.","Gimel (VD)","A Gimel gli abitanti si sono opposti al potenziamento delle strade nazionali con il 61,6 per cento di voti a sfavore. Gimel ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Longirod VD","In Longirod hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 52 Prozent der abgegebenen Stimmzettel stand ein Nein. Longirod hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Longirod (VD)","La réforme en faveur de l'extension des autoroutes est refusée à 52 pour cent à Longirod. Longirod a rejeté l'arrêté, contrairement à son canton.","Longirod (VD)","I cittadini di Longirod hanno respinto il potenziamento delle strade nazionali con il 52 per cento di voti contrari. Longirod ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Marchissy VD","Die Gemeinde Marchissy hat am Abstimmungssonntag für einen Rekord gesorgt: Sie hat den Bundesbeschluss über den Ausbau der Autobahnen mit dem höchsten Ja-Anteil in der ganzen Schweiz angenommen: 99,9 Prozent befürworteten die Vorlage. Marchissy hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Waadt.","Marchissy (VD)","Nulle part ailleurs en Suisse la volonté d'étendre le réseau autoroutier n'a été exprimée plus clairement qu'à Marchissy. Les électeurs de cette commune disent oui à 99,9 pour cent. Le plus fort pourcentage de oui du canton de Vaud a été obtenu à Marchissy.","Marchissy (VD)","In nessun altro comune svizzero il potenziamento delle strade nazionali è stato accolto come a Marchissy, dove l'elettorato l'ha votato con il 99,9 per cento di voti a favore. Il maggior numero di ""sì"" nel canton Vaud è stato ottenuto a Marchissy."
"Mollens VD","58,5 Prozent der Stimmbürgerinnen und Stimmbürger von Mollens VD haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Mollens VD hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Mollens (VD)","Les habitants de Mollens (VD) soutiennent à 58,5 pour cent la réforme en faveur de l'extension des autoroutes. Mollens (VD) a approuvé l'arrêté, tout comme son canton.","Mollens (VD)","Gli elettori di Mollens VD si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 58,5 per cento di ""sì"". Mollens VD ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Saint-George VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Saint-George: Mit 9'174 Nein- zu 4'976 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 64,8 Prozent. Saint-George hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Saint-George (VD)","C'est non à la réforme en faveur de l'extension des autoroutes à Saint-George. Les habitants ont refusé le texte à 64,8 pour cent. Saint-George a rejeté l'arrêté, contrairement à son canton.","Saint-George (VD)","Gli elettori di Saint-George si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 64,8 per cento di voti contrari. Saint-George ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Saint-Livres VD","In Saint-Livres hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 99,4 Prozent angenommen. Saint-Livres hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Saint-Livres (VD)","L'extension du réseau des autoroutes est approuvée à Saint-Livres par 99,4 pour cent des votants. Saint-Livres a approuvé l'arrêté, tout comme son canton.","Saint-Livres (VD)","A Saint-Livres gli abitanti hanno accolto il potenziamento delle strade nazionali con il 99,4 per cento di ""sì"". Saint-Livres ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Saint-Oyens VD","78,3 Prozent der Stimmbürgerinnen und Stimmbürger von Saint-Oyens sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Saint-Oyens hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Saint-Oyens (VD)","Les habitants de Saint-Oyens s'opposent à la réforme en faveur de l'extension des autoroutes par 78,3 pour cent des voix. Saint-Oyens a rejeté l'arrêté, contrairement à son canton.","Saint-Oyens (VD)","Gli abitanti di Saint-Oyens hanno respinto il potenziamento delle strade nazionali con il 78,3 per cento di ""no"". Saint-Oyens ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Saubraz VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Saubraz. Die Gemeinde hat die Vorlage mit 53,8 Prozent abgelehnt. Saubraz hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Saubraz (VD)","A Saubraz, les citoyens rejettent à 53,8 pour cent la réforme en faveur de l'extension des autoroutes. Saubraz a rejeté l'arrêté, contrairement à son canton.","Saubraz (VD)","Nel comune di Saubraz, i cittadini hanno respinto il potenziamento delle strade nazionali con il 53,8 per cento di voti contrari. Saubraz ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Avenches VD","86,3 Prozent der Stimmbürgerinnen und Stimmbürger von Avenches haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Avenches hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Avenches (VD)","Les habitants d'Avenches soutiennent à 86,3 pour cent la réforme en faveur de l'extension des autoroutes. Avenches a approuvé l'arrêté, tout comme son canton.","Avenches (VD)","Gli elettori di Avenches si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 86,3 per cento di ""sì"". Avenches ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Cudrefin VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Cudrefin. Die Gemeinde hat die Vorlage mit 52,7 Prozent abgelehnt. Cudrefin hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Cudrefin (VD)","A Cudrefin, les citoyens rejettent à 52,7 pour cent la réforme en faveur de l'extension des autoroutes. Cudrefin a rejeté l'arrêté, contrairement à son canton.","Cudrefin (VD)","Nel comune di Cudrefin, i cittadini hanno respinto il potenziamento delle strade nazionali con il 52,7 per cento di voti contrari. Cudrefin ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Faoug VD","Faoug hat den Bundesbeschluss über den Ausbau der Autobahnen mit 73,1 Prozent abgelehnt. Faoug hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Faoug (VD)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Faoug. Ils ont refusé le texte à 73,1 pour cent. Faoug a rejeté l'arrêté, contrairement à son canton.","Faoug (VD)","Il potenziamento delle strade nazionali è stato respinto a Faoug, dove ha riscosso il 73,1 per cento di ""no"". Faoug ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Vully-les-Lacs VD","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Vully-les-Lacs. Die Gemeinde hat die Vorlage mit 75,4 Prozent abgelehnt. Vully-les-Lacs hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","Vully-les-Lacs (VD)","A Vully-les-Lacs, les citoyens rejettent à 75,4 pour cent la réforme en faveur de l'extension des autoroutes. Vully-les-Lacs a rejeté l'arrêté, contrairement à son canton.","Vully-les-Lacs (VD)","Nel comune di Vully-les-Lacs, i cittadini hanno respinto il potenziamento delle strade nazionali con il 75,4 per cento di voti contrari. Vully-les-Lacs ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Bettens VD","56,9 Prozent der Stimmbürgerinnen und Stimmbürger von Bettens haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Bettens hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Bettens (VD)","Les habitants de Bettens soutiennent à 56,9 pour cent la réforme en faveur de l'extension des autoroutes. Bettens a approuvé l'arrêté, tout comme son canton.","Bettens (VD)","Gli elettori di Bettens si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 56,9 per cento di ""sì"". Bettens ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Bournens VD","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Bournens: Mit 65,8 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Bournens hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Bournens (VD)","Bournens dit oui à 65,8 pour cent à de la réforme en faveur de l'extension des autoroutes. Bournens a approuvé l'arrêté, tout comme son canton.","Bournens (VD)","Gli abitanti di Bournens hanno accolto il potenziamento delle strade nazionali con il 65,8 per cento di ""sì"". Bournens ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Boussens VD","Die Gemeinde Boussens hat den Bundesbeschluss über den Ausbau der Autobahnen mit 66,5 Prozent Ja-Stimmen angenommen. Boussens hat damit gleich wie der Kanton Waadt Ja gesagt zu dieser Vorlage.","Boussens (VD)","La population de Boussens approuve à 66,5 pour cent la réforme en faveur de l'extension des autoroutes. Boussens a approuvé l'arrêté, tout comme son canton.","Boussens (VD)","I cittadini di Boussens hanno accolto il potenziamento delle strade nazionali con il 66,5 per cento di voti a favore. Boussens ha accolto il testo, così come quanto avvenuto a livello cantonale."
"La Chaux (Cossonay) VD","In La Chaux (Cossonay) hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 53,5 Prozent verworfen. La Chaux (Cossonay) hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage angenommen hat.","La Chaux (Cossonay) (VD)","La population de La Chaux (Cossonay) rejette à 53,5 pour cent des voix la réforme en faveur de l'extension des autoroutes. La Chaux (Cossonay) a rejeté l'arrêté, contrairement à son canton.","La Chaux (Cossonay) (VD)","A La Chaux (Cossonay) gli abitanti si sono opposti al potenziamento delle strade nazionali con il 53,5 per cento di voti a sfavore. La Chaux (Cossonay) ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
